PMID,cell_type,marker_genes,species,tissue_type,DB_name
38653742,NK cell,CD40LG,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,NK cell,IL7R,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,NK cell,IGHG1,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,NK cell,IGKC,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,monocyte,KLRD1,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,monocyte,NKG7,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,dendritic cell,CSF1R,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,dendritic cell,LGMN,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,dendritic cell,LYZ,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,B cell,S100A9,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,B cell,FCN1,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,B cell,S100A12,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,B cell,CSF1R,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,B cell,LGMN,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,B cell,LYZ,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,B cell,FCER1A,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,T cell,CCL5,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,T cell,CD8A,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,plasma cell,IGHG1,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,plasma cell,IGKC,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,NK cell,KLRB1,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,macrophage,CD14,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,monocyte,S100A9,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,monocyte,FCN1,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,monocyte,S100A12,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,monocyte,CSF1R,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,macrophage,CSF1R,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,macrophage,LGMN,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,dendritic cell,FCER1A,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,dendritic cell,CD1C,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,T cell,IGHG1,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,T cell,IGKC,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,monocyte,FCER1A,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,macrophage,FCER1A,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,dendritic cell,CD79A,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,B cell,CD79A,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,stromal cell,PECAM1,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,dendritic cell,CD83,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,matDC,CD83,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,dendritic cell,CD83,human,lung adenocarcinoma|lung,MarkerGeneBERT
38654221,normal fibroblast,BGN,human,crc tissue|normal tissue,MarkerGeneBERT
38654221,fibroblast,KRT20,human,crc tissue|normal tissue,MarkerGeneBERT
38654221,fibroblast,LUM,human,crc tissue|normal tissue,MarkerGeneBERT
38654221,fibroblast,DCN,human,crc tissue|normal tissue,MarkerGeneBERT
38656806,podocyte,NELL1,human,kidney|kidney tissue,MarkerGeneBERT
38658440,line,TERT,human,cardiac,MarkerGeneBERT
38658440,liver cell,TERT,human,cardiac,MarkerGeneBERT
38659226,Teff,GZMH,human,tail|pancreatic cancer,MarkerGeneBERT
38659226,Macro_HSPB1,HSPB1,human,tail|pancreatic cancer,MarkerGeneBERT
38659226,Macro_HSPB1,FCN1,human,tail|pancreatic cancer,MarkerGeneBERT
38659226,Tcm,ANXA1,human,tail|pancreatic cancer,MarkerGeneBERT
38659226,central memory T cell,ANXA1,human,tail|pancreatic cancer,MarkerGeneBERT
38659226,CD4_GATA3 Th2 cell,GATA3,human,tail|pancreatic cancer,MarkerGeneBERT
38659226,effector T cell,FGFBP2,human,tail|pancreatic cancer,MarkerGeneBERT
38659226,Teff,GNLY,human,tail|pancreatic cancer,MarkerGeneBERT
38659226,B cell,CD19,human,tail|pancreatic cancer,MarkerGeneBERT
38659226,neutrophil,FCGR3B,human,tail|pancreatic cancer,MarkerGeneBERT
38659226,T cell,CCR7,human,tail|pancreatic cancer,MarkerGeneBERT
38662050,Cancer stem cell,CD44,human,lung neoplasm|lung adenocarcinoma|lung cancer,MarkerGeneBERT
38662050,Cancer stem cell,CD44,human,lung neoplasm|lung adenocarcinoma|lung cancer,MarkerGeneBERT
38665916,HLF,OGA,human,lung|fibrosi|uab tissue,MarkerGeneBERT
38665916,HLF,OGT,human,lung|fibrosi|uab tissue,MarkerGeneBERT
38665916,pericyte,COL3A1,human,lung|fibrosi|uab tissue,MarkerGeneBERT
38665916,IPF fibroblast,OGT,human,lung|fibrosi|uab tissue,MarkerGeneBERT
38669760,Neuron,CORO2B,human,peripheral|central nervous system,MarkerGeneBERT
38669760,Neuron,UNC5A,human,peripheral|central nervous system,MarkerGeneBERT
38669760,Neuron,UNC5C,human,peripheral|central nervous system,MarkerGeneBERT
38670317,epithelial cell,KRT20,human,liver|blood,MarkerGeneBERT
38670317,epithelial cell marker,KRT19,human,liver|blood,MarkerGeneBERT
38670317,epithelial cell marker,KRT4,human,liver|blood,MarkerGeneBERT
38670973,neurogenic progenitor,HES6,human,retinal|eye,MarkerGeneBERT
38670973,cone,GNB3,human,retinal|eye,MarkerGeneBERT
38670973,cone,RXRG,human,retinal|eye,MarkerGeneBERT
38670973,RPC,NDUFA4L2,human,retinal|eye,MarkerGeneBERT
38670973,Muller Glia,CRYGC,human,retinal|eye,MarkerGeneBERT
38670973,amacrine,TFAP2B,human,retinal|eye,MarkerGeneBERT
38670973,RPC,TMSB4X,human,retinal|eye,MarkerGeneBERT
38670973,RPC,TPT1,human,retinal|eye,MarkerGeneBERT
38670973,RPC,EEF1A1,human,retinal|eye,MarkerGeneBERT
38670973,RPC,HMGA1,human,retinal|eye,MarkerGeneBERT
38670973,RPC,ID3,human,retinal|eye,MarkerGeneBERT
38670973,RPC,ID1,human,retinal|eye,MarkerGeneBERT
38670973,RPC,ZIC1,human,retinal|eye,MarkerGeneBERT
38670973,RPC,DAPL1,human,retinal|eye,MarkerGeneBERT
38670973,RPC,SFRP2,human,retinal|eye,MarkerGeneBERT
38670973,RPC,FGF19,human,retinal|eye,MarkerGeneBERT
38670973,RPC,TMSB4X,human,retinal|eye,MarkerGeneBERT
38670973,RPC,TPT1,human,retinal|eye,MarkerGeneBERT
38670973,RPC,EEF1A1,human,retinal|eye,MarkerGeneBERT
38670973,RPC,HMGA1,human,retinal|eye,MarkerGeneBERT
38670973,RPC,ID3,human,retinal|eye,MarkerGeneBERT
38670973,RPC,ID1,human,retinal|eye,MarkerGeneBERT
38670973,RPC,ZIC1,human,retinal|eye,MarkerGeneBERT
38670973,RPC,DAPL1,human,retinal|eye,MarkerGeneBERT
38670973,RPC,SFRP2,human,retinal|eye,MarkerGeneBERT
38670973,RPC,FGF19,human,retinal|eye,MarkerGeneBERT
38670973,Muller glia cell,FOS,human,retinal|eye,MarkerGeneBERT
38670973,Muller glia cell,VIM,human,retinal|eye,MarkerGeneBERT
38670973,RPC,SFRP2,human,retinal|eye,MarkerGeneBERT
38670973,cone photoreceptor,SNCG,human,retinal|eye,MarkerGeneBERT
38670973,RGC,RXRG,human,retinal|eye,MarkerGeneBERT
38670973,progenitor cell,DLL3,human,retinal|eye,MarkerGeneBERT
38670973,progenitor cell,HES6,human,retinal|eye,MarkerGeneBERT
38670973,progenitor cell,ATOH7,human,retinal|eye,MarkerGeneBERT
38670973,RPC,DLL3,human,retinal|eye,MarkerGeneBERT
38670973,RPC,HES6,human,retinal|eye,MarkerGeneBERT
38670973,RPC,ATOH7,human,retinal|eye,MarkerGeneBERT
38670973,progenitor cell,DLL3,human,retinal|eye,MarkerGeneBERT
38670973,progenitor cell,HES6,human,retinal|eye,MarkerGeneBERT
38670973,progenitor cell,ATOH7,human,retinal|eye,MarkerGeneBERT
38670973,RPC,DLL3,human,retinal|eye,MarkerGeneBERT
38670973,RPC,HES6,human,retinal|eye,MarkerGeneBERT
38670973,RPC,ATOH7,human,retinal|eye,MarkerGeneBERT
38670973,Muller glia cell cluster,SOX9,human,retinal|eye,MarkerGeneBERT
38670973,Muller glia cell cluster,CLU,human,retinal|eye,MarkerGeneBERT
38670973,Muller glia cell cluster,VIM,human,retinal|eye,MarkerGeneBERT
38670973,Muller glia cell cluster,APOE,human,retinal|eye,MarkerGeneBERT
38670973,Muller glia cell cluster,SLC1A3,human,retinal|eye,MarkerGeneBERT
38670973,Muller glia cell cluster,RLBP1,human,retinal|eye,MarkerGeneBERT
38670973,RPC,RAX,human,retinal|eye,MarkerGeneBERT
38670973,RPC,PAX6,human,retinal|eye,MarkerGeneBERT
38670973,RPC,HMGA1,human,retinal|eye,MarkerGeneBERT
38670973,RPC,HES1,human,retinal|eye,MarkerGeneBERT
38670973,RPC,DAPL1,human,retinal|eye,MarkerGeneBERT
38670973,RPC,SFRP2,human,retinal|eye,MarkerGeneBERT
38670973,RPC,HES6,human,retinal|eye,MarkerGeneBERT
38670973,RPC,ID3,human,retinal|eye,MarkerGeneBERT
38670973,RPC,HES1,human,retinal|eye,MarkerGeneBERT
38670973,RPC,SOX2,human,retinal|eye,MarkerGeneBERT
38670973,RPC,VSX2,human,retinal|eye,MarkerGeneBERT
38670973,RPC,RAX,human,retinal|eye,MarkerGeneBERT
38670973,RPC,HES6,human,retinal|eye,MarkerGeneBERT
38670973,RPC,ID3,human,retinal|eye,MarkerGeneBERT
38670973,RPC,HES1,human,retinal|eye,MarkerGeneBERT
38670973,RPC,SOX2,human,retinal|eye,MarkerGeneBERT
38670973,RPC,VSX2,human,retinal|eye,MarkerGeneBERT
38670973,RPC,RAX,human,retinal|eye,MarkerGeneBERT
38670973,iris pigmented epithelium,TFPI2,human,retinal|eye,MarkerGeneBERT
38670973,RPC,ZIC1,human,retinal|eye,MarkerGeneBERT
38670973,neurogenic progenitors marker,HES6,human,retinal|eye,MarkerGeneBERT
38670973,RPC,HES6,human,retinal|eye,MarkerGeneBERT
38670973,rod precursor,PROX1,human,retinal|eye,MarkerGeneBERT
38670973,retinal progenitor,PROX1,human,retinal|eye,MarkerGeneBERT
38670973,cone,SNCG,human,retinal|eye,MarkerGeneBERT
38670973,RPC,HES6,human,retinal|eye,MarkerGeneBERT
38670973,RPC,ASCL1,human,retinal|eye,MarkerGeneBERT
38670973,RPC,CCND1,human,retinal|eye,MarkerGeneBERT
38670973,RPC,SFRP2,human,retinal|eye,MarkerGeneBERT
38670973,RPC,MDK,human,retinal|eye,MarkerGeneBERT
38670973,RPC,HMGA1,human,retinal|eye,MarkerGeneBERT
38670973,RPC,ID3,human,retinal|eye,MarkerGeneBERT
38670973,pigmented cell,TYRP1,human,retinal|eye,MarkerGeneBERT
38670973,pigmented cell,TYR,human,retinal|eye,MarkerGeneBERT
38670973,pigmented cell,PMEL,human,retinal|eye,MarkerGeneBERT
38670973,RPC,SFRP2,human,retinal|eye,MarkerGeneBERT
38670973,RPC,MDK,human,retinal|eye,MarkerGeneBERT
38670973,RPC,HMGA1,human,retinal|eye,MarkerGeneBERT
38670973,RPC,ID3,human,retinal|eye,MarkerGeneBERT
38670973,pigmented cell,TYRP1,human,retinal|eye,MarkerGeneBERT
38670973,pigmented cell,TYR,human,retinal|eye,MarkerGeneBERT
38670973,pigmented cell,PMEL,human,retinal|eye,MarkerGeneBERT
38670973,cone,SNCG,human,retinal|eye,MarkerGeneBERT
38670973,RGC,SNCG,human,retinal|eye,MarkerGeneBERT
38670973,amacrine cell,MEIS2,human,retinal|eye,MarkerGeneBERT
38670973,amacrine cell,LHX9,human,retinal|eye,MarkerGeneBERT
38670973,amacrine cell,TFAP2A,human,retinal|eye,MarkerGeneBERT
38670973,Human horizontal cell,PROX1,human,retinal|eye,MarkerGeneBERT
38670973,Human horizontal cell,LHX1,human,retinal|eye,MarkerGeneBERT
38670973,Human horizontal cell,ONECUT3,human,retinal|eye,MarkerGeneBERT
38670973,Human horizontal cell,ONECUT1,human,retinal|eye,MarkerGeneBERT
38670973,progenitor cell,NEUROD1,human,retinal|eye,MarkerGeneBERT
38670973,progenitor cell,HES6,human,retinal|eye,MarkerGeneBERT
38670973,progenitor cell,ASCL1,human,retinal|eye,MarkerGeneBERT
38670973,progenitor cell,HES5,human,retinal|eye,MarkerGeneBERT
38670973,progenitor cell,HES1,human,retinal|eye,MarkerGeneBERT
38670973,progenitor cell,CKB,human,retinal|eye,MarkerGeneBERT
38670973,progenitor cell,RORB,human,retinal|eye,MarkerGeneBERT
38670973,progenitor cell,NEUROD1,human,retinal|eye,MarkerGeneBERT
38670973,progenitor cell,HES6,human,retinal|eye,MarkerGeneBERT
38670973,progenitor cell,ASCL1,human,retinal|eye,MarkerGeneBERT
38670973,progenitor cell,HES5,human,retinal|eye,MarkerGeneBERT
38670973,progenitor cell,HES1,human,retinal|eye,MarkerGeneBERT
38670973,progenitor cell,CKB,human,retinal|eye,MarkerGeneBERT
38670973,progenitor cell,RORB,human,retinal|eye,MarkerGeneBERT
38670973,photoreceptor,CRX,human,retinal|eye,MarkerGeneBERT
38670973,photoreceptor,OTX2,human,retinal|eye,MarkerGeneBERT
38670973,bipolar cell,VSX1,human,retinal|eye,MarkerGeneBERT
38670973,RGC,NEFM,human,retinal|eye,MarkerGeneBERT
38670973,RGC,NEFL,human,retinal|eye,MarkerGeneBERT
38670973,RGC,INA,human,retinal|eye,MarkerGeneBERT
38670973,RGC,SNCG,human,retinal|eye,MarkerGeneBERT
38670973,RGC,PRPH,human,retinal|eye,MarkerGeneBERT
38670973,RGC,GAP43,human,retinal|eye,MarkerGeneBERT
38670973,RPC,SIX6,human,retinal|eye,MarkerGeneBERT
38670973,RPC,SIX3,human,retinal|eye,MarkerGeneBERT
38670973,RPC,ZIC1,human,retinal|eye,MarkerGeneBERT
38670973,RPC,ZIC2,human,retinal|eye,MarkerGeneBERT
38670973,RPC,VSX2,human,retinal|eye,MarkerGeneBERT
38670973,RPC,PAX6,human,retinal|eye,MarkerGeneBERT
38670973,RPC,RAX,human,retinal|eye,MarkerGeneBERT
38670973,RPC,SFRP2,human,retinal|eye,MarkerGeneBERT
38671451,neuron,SYT1,human,brain|vireo,MarkerGeneBERT
38682582,pancreatic beta cell,CDKN2A,human,islet tissue section|insulin-secreting cell|cadaveric donor,MarkerGeneBERT
38682582,beta cell,ENTPD3,human,islet tissue section|insulin-secreting cell|cadaveric donor,MarkerGeneBERT
38683997,circulating tumor cell,II,human,blood|lung cancer,MarkerGeneBERT
38683997,epithelial cell,SI,human,blood|lung cancer,MarkerGeneBERT
38685679,C9 fibroblast,COL18A1,human,fibrosi|peripheral blood,MarkerGeneBERT
38685679,C9 fibroblast,COL4A1,human,fibrosi|peripheral blood,MarkerGeneBERT
38685679,C12,SCD,human,fibrosi|peripheral blood,MarkerGeneBERT
38685679,fibroblast cell,SCD,human,fibrosi|peripheral blood,MarkerGeneBERT
38685679,fibroblast population,ADAMDEC1,human,fibrosi|peripheral blood,MarkerGeneBERT
38685679,fibroblast,ACTA2,human,fibrosi|peripheral blood,MarkerGeneBERT
38685679,myofibroblast,ACTA2,human,fibrosi|peripheral blood,MarkerGeneBERT
38685679,myofibroblast,ACTA2,human,fibrosi|peripheral blood,MarkerGeneBERT
38688579,TAM,SOX2,human,blood|glioblastoma|peripheral blood,MarkerGeneBERT
38688579,TAM,CD68,human,blood|glioblastoma|peripheral blood,MarkerGeneBERT
38688579,central memory T cell,CD40LG,human,blood|glioblastoma|peripheral blood,MarkerGeneBERT
38688579,T cell,NCAM1,human,blood|glioblastoma|peripheral blood,MarkerGeneBERT
38688579,T cell,MEG3,human,blood|glioblastoma|peripheral blood,MarkerGeneBERT
38688579,T cell,LSAMP,human,blood|glioblastoma|peripheral blood,MarkerGeneBERT
38688579,T cell,FXYD6,human,blood|glioblastoma|peripheral blood,MarkerGeneBERT
38689254,isolated human islet,CHRM3,human,pancrea|pancreatic,MarkerGeneBERT
38689254,isolated human islet,PTPRT,human,pancrea|pancreatic,MarkerGeneBERT
38689254,endocrine cell type,PPY,human,pancrea|pancreatic,MarkerGeneBERT
38689254,endocrine cell type,SST,human,pancrea|pancreatic,MarkerGeneBERT
38689254,endocrine cell type,GCG,human,pancrea|pancreatic,MarkerGeneBERT
38689254,endocrine cell type,INS,human,pancrea|pancreatic,MarkerGeneBERT
38689254,proliferating cell,BRCA1,human,pancrea|pancreatic,MarkerGeneBERT
38689254,immune cell,PTPRC,human,pancrea|pancreatic,MarkerGeneBERT
38689254,endothelial cell,VWF,human,pancrea|pancreatic,MarkerGeneBERT
38689254,fibroblast,SPARC,human,pancrea|pancreatic,MarkerGeneBERT
38689254,acinar cell,CPA2,human,pancrea|pancreatic,MarkerGeneBERT
38689254,ductal cell,CFTR,human,pancrea|pancreatic,MarkerGeneBERT
38689254,PP cell,PPY,human,pancrea|pancreatic,MarkerGeneBERT
38689254,epsilon cell,GHRL,human,pancrea|pancreatic,MarkerGeneBERT
38689254,delta cell,SST,human,pancrea|pancreatic,MarkerGeneBERT
38697771,monocyte,TLR8,human,liver,MarkerGeneBERT
38697771,KC,CD163,human,liver,MarkerGeneBERT
38697771,TF,TLR8,human,liver,MarkerGeneBERT
38697771,monocyte,TLR8,human,liver,MarkerGeneBERT
38697771,monocyte,S100A12,human,liver,MarkerGeneBERT
38697771,KC,SPIC,human,liver,MarkerGeneBERT
38697771,KC,TIMD4,human,liver,MarkerGeneBERT
38697771,KC,FOLR2,human,liver,MarkerGeneBERT
38697771,monocyte,S100A12,human,liver,MarkerGeneBERT
38697771,monocyte,EREG,human,liver,MarkerGeneBERT
38697771,KC,NR1H3,human,liver,MarkerGeneBERT
38697771,KC,ID3,human,liver,MarkerGeneBERT
38697771,KC,SPIC,human,liver,MarkerGeneBERT
38699175,regulatory macrophage,CD163,human,kidney|spleen,MarkerGeneBERT
38699175,organoid,WT1,human,kidney|spleen,MarkerGeneBERT
38699175,nephron cell,CUBN,human,kidney|spleen,MarkerGeneBERT
38699175,nephron cell,LRP2,human,kidney|spleen,MarkerGeneBERT
38699175,nephron cell,CDH1,human,kidney|spleen,MarkerGeneBERT
38699175,nephron cell,VIL1,human,kidney|spleen,MarkerGeneBERT
38699175,immune cell,WT1,human,kidney|spleen,MarkerGeneBERT
38699175,stromal,PDGFRB,human,kidney|spleen,MarkerGeneBERT
38699175,stromal,PDGFRA,human,kidney|spleen,MarkerGeneBERT
38699175,stromal,PDGFRB,human,kidney|spleen,MarkerGeneBERT
38699175,stromal,PDGFRA,human,kidney|spleen,MarkerGeneBERT
38699175,Stromal cell,PDGFRB,human,kidney|spleen,MarkerGeneBERT
38699175,Stromal cell,PDGFRA,human,kidney|spleen,MarkerGeneBERT
38699175,organoid,CD163,human,kidney|spleen,MarkerGeneBERT
38699175,CD68^+ macrophage,CD163,human,kidney|spleen,MarkerGeneBERT
38702304,SCP,SOX10,human,trunk|adrenal,MarkerGeneBERT
38702304,sensory neuron,ONECUT1,human,trunk|adrenal,MarkerGeneBERT
38702304,mesenchymal,FN1,human,trunk|adrenal,MarkerGeneBERT
38702304,stem,POU5F1,human,trunk|adrenal,MarkerGeneBERT
38703764,"RO^95^,^96",KRT7,human,kidney|blood,MarkerGeneBERT
38703764,"RO^95^,^96",KRT7,human,kidney|blood,MarkerGeneBERT
38703764,macrophage,CD163,human,kidney|blood,MarkerGeneBERT
38703764,lymphocyte,PTPRC,human,kidney|blood,MarkerGeneBERT
38703764,cytotoxic T cell,GZMA,human,kidney|blood,MarkerGeneBERT
38703764,epithelial,POSTN,human,kidney|blood,MarkerGeneBERT
38703764,epithelial,VWF,human,kidney|blood,MarkerGeneBERT
38703764,endothelial,POSTN,human,kidney|blood,MarkerGeneBERT
38703764,endothelial,VWF,human,kidney|blood,MarkerGeneBERT
38703764,endothelial,ADGRF5,human,kidney|blood,MarkerGeneBERT
38703764,epithelial,ADGRF5,human,kidney|blood,MarkerGeneBERT
38703764,adipocyte,FABP4,human,kidney|blood,MarkerGeneBERT
38703764,immune cell,PTPRC,human,kidney|blood,MarkerGeneBERT
38703764,SMC,RGS5,human,kidney|blood,MarkerGeneBERT
38703764,SMC,ACTA2,human,kidney|blood,MarkerGeneBERT
38703764,endothelial cell,ENG,human,kidney|blood,MarkerGeneBERT
38703764,endothelial cell,PECAM1,human,kidney|blood,MarkerGeneBERT
38703764,adipocyte,FABP4,human,kidney|blood,MarkerGeneBERT
38703764,immune cell,PTPRC,human,kidney|blood,MarkerGeneBERT
38703764,SMC,RGS5,human,kidney|blood,MarkerGeneBERT
38703764,SMC,ACTA2,human,kidney|blood,MarkerGeneBERT
38703764,endothelial cell,ENG,human,kidney|blood,MarkerGeneBERT
38703764,endothelial cell,PECAM1,human,kidney|blood,MarkerGeneBERT
38703764,Macrophage,CD68,human,kidney|blood,MarkerGeneBERT
38703764,Macrophage,CD14,human,kidney|blood,MarkerGeneBERT
38703764,Macrophage,AIF1,human,kidney|blood,MarkerGeneBERT
38703764,Macrophage,FCGR2A,human,kidney|blood,MarkerGeneBERT
38703764,Macrophage,TYROBP,human,kidney|blood,MarkerGeneBERT
38703764,Macrophage,LYZ,human,kidney|blood,MarkerGeneBERT
38703764,Macrophage,MS4A6A,human,kidney|blood,MarkerGeneBERT
38703764,Macrophage,C1QC,human,kidney|blood,MarkerGeneBERT
38703764,Macrophage,C1QB,human,kidney|blood,MarkerGeneBERT
38703764,Macrophage,C1QA,human,kidney|blood,MarkerGeneBERT
38704506,NPC,SOX2,human,brain|ear,MarkerGeneBERT
38704506,neural progenitor,SOX2,human,brain|ear,MarkerGeneBERT
38704506,neuron,SHH,human,brain|ear,MarkerGeneBERT
38704506,neuronal,SHH,human,brain|ear,MarkerGeneBERT
38704506,neuronal,TH,human,brain|ear,MarkerGeneBERT
38704506,differentiated cell,TH,human,brain|ear,MarkerGeneBERT
38707902,nUMI,IGHV,human,blood,MarkerGeneBERT
38707902,Double negative B cell,CD27,human,blood,MarkerGeneBERT
38707902,plasmablast,IGHV,human,blood,MarkerGeneBERT
38707902,class-switched B cell,IGHM,human,blood,MarkerGeneBERT
38707902,class-switched B cell,IGHD,human,blood,MarkerGeneBERT
38711218,oligodendrocyte,MBP,human,brain|hip,MarkerGeneBERT
38711218,astrocyte,GFAP,human,brain|hip,MarkerGeneBERT
38711218,DF precursor cell,PAX6,human,brain|hip,MarkerGeneBERT
38711218,neuron,TBR1,human,brain|hip,MarkerGeneBERT
38711218,neural precursor cell,SOX2,human,brain|hip,MarkerGeneBERT
38711218,cholinergic neuron,TH,human,brain|hip,MarkerGeneBERT
38711218,dopaminergic neuron,TH,human,brain|hip,MarkerGeneBERT
38711503,naïve B cell,IGHD,human,blood|peripheral blood,MarkerGeneBERT
38711503,memory B cell,IGHG4,human,blood|peripheral blood,MarkerGeneBERT
38711503,memory B cell,IGHG3,human,blood|peripheral blood,MarkerGeneBERT
38711503,memory B cell,IGHG2,human,blood|peripheral blood,MarkerGeneBERT
38711503,memory B cell,IGHG1,human,blood|peripheral blood,MarkerGeneBERT
38714665,normal epithelial cell,KRT19,human,breast|breast cancer,MarkerGeneBERT
38714665,normal epithelial cell,KRT18,human,breast|breast cancer,MarkerGeneBERT
38714665,normal epithelial cell,ACTA2,human,breast|breast cancer,MarkerGeneBERT
38714665,stromal,ACTA2,human,breast|breast cancer,MarkerGeneBERT
